timestamp,device_id,RSRP,RSRQ,SINR,user_count,traffic_data,latitude,longitude
2021-01-01 00:00:00,17,-54,-14,0,106,484,35.00576616372178,122.97566652064994
2021-01-01 01:00:00,18,-90,-12,18,149,915,32.195728548728276,124.57207422169635
2021-01-01 02:00:00,8,-54,-10,3,134,959,39.21455258481936,120.31090808045529
2021-01-01 03:00:00,5,-52,-7,12,130,779,38.80721252619787,124.89008118996205
2021-01-01 04:00:00,19,-70,-20,29,100,523,34.00250266186625,122.09028138233344
2021-01-01 05:00:00,3,-83,-16,19,157,744,37.391745024083384,129.52563007959535
2021-01-01 06:00:00,11,-51,-8,16,129,662,34.64745514784116,122.7609636074797
2021-01-01 07:00:00,16,-79,-9,13,153,906,34.65208670388311,129.5969239386643
2021-01-01 08:00:00,19,-63,-10,0,104,838,30.030210829367924,122.0794448238348
2021-01-01 09:00:00,4,-60,-13,6,149,799,35.1973699721746,120.56172135381398
2021-01-01 10:00:00,4,-61,-16,8,110,466,35.416651915678024,129.5951264011454
2021-01-01 11:00:00,6,-84,-12,27,195,643,34.66048208063968,126.04263847341628
2021-01-01 12:00:00,7,-98,-9,20,119,973,38.0611615073924,120.2150386868455
2021-01-01 13:00:00,13,-59,-12,9,140,438,38.44892381577067,122.66894714068968
2021-01-01 14:00:00,8,-61,-9,14,184,625,31.68668103274351,125.9832119481983
2021-01-01 15:00:00,8,-94,-7,10,176,355,32.46324192106507,121.33910126288366
2021-01-01 16:00:00,10,-66,-8,11,179,640,32.32308381411414,128.06465320492205
2021-01-01 17:00:00,10,-70,-13,3,106,564,30.467614094435422,122.61521876325425
2021-01-01 18:00:00,17,-69,-7,11,193,856,37.21887111993766,122.12615723468517
2021-01-01 19:00:00,5,-61,-8,16,197,724,36.516063427018025,129.9183954964819
2021-01-01 20:00:00,8,-81,-19,5,159,989,38.60920274531991,129.40605730465668
2021-01-01 21:00:00,9,-77,-6,20,194,616,38.244857335376636,124.14210079308305
2021-01-01 22:00:00,7,-63,-15,20,150,444,33.66191541335189,120.2492689954132
2021-01-01 23:00:00,12,-61,-16,7,136,107,34.980847053533196,126.39363631238908
2021-01-02 00:00:00,5,-67,-19,18,156,304,32.247764054986376,129.53867761166532
2021-01-02 01:00:00,13,-93,-10,29,93,702,37.654468015542086,125.36186991738
2021-01-02 02:00:00,9,-85,-19,9,92,706,32.125034922842524,129.25660694316161
2021-01-02 03:00:00,15,-78,-17,21,116,229,37.413057005570984,120.40561076221913
